Rank	Protein	Degree
2760	Q04837	2
2761	P20338	2
2762	Q9NWX5	2
2763	Q9NT62	2
2764	Q7L590	2
2765	Q7L591	2
2766	P52888	2
2767	Q9UQC2	2
2768	Q5VZ89	2
2769	Q92990	2
2770	Q9Y2I8	2
2771	Q16816	2
2772	Q5TD97	2
2773	P52815	2
2774	P53634	2
2775	Q9C000	2
2776	Q9UBE8	2
2777	Q9C002	2
2778	Q5JRX3	2
2779	O14561	2
2780	Q6ZRY4	2
2781	O15047	2
2782	Q9Y5Q8	2
2783	O43924	2
2784	P10589	2
2785	P03891	2
2786	O43805	2
2787	Q9UM82	2
2788	P16435	2
2789	P08138	2
2790	Q5VV17	2
2791	Q92466	2
2792	O95905	2
2793	Q13303	2
2794	O14503	2
2795	P28472	2
2796	O75663	2
2797	Q9NZC3	2
2798	O15498	2
2799	Q8IW50	2
2800	Q16864	2
2801	O43402	2
2802	Q99594	2
2803	Q4LDR2	2
2804	Q6P2C8	2
2805	Q16342	2
2806	Q9UPN7	2
2807	P61225	2
2808	P62306	2
2809	Q9GZT6	2
2810	P31751	2
2811	Q8WXW3	2
2812	Q9P2E9	2
2813	Q6L8G8	2
2814	Q53TS8	2
2815	Q96ED9	2
2816	O15551	2
2817	A7KAX9	2
2818	Q9H7D0	2
2819	P21731	2
2820	Q96AH8	2
2821	P43351	2
2822	Q9UBS8	2
2823	Q8IXM3	2
2824	Q9BXJ9	2
2825	Q9BXJ5	2
2826	Q86XT4	2
2827	Q9UPW6	2
2828	P04004	2
2829	Q6NUQ1	2
2830	Q92665	2
2831	Q96LR5	2
2832	O95989	2
2833	P36405	2
2834	O60244	2
2835	Q8N205	2
2836	P52565	2
2837	P63241	2
2838	P04818	2
2839	Q96AE4	2
2840	Q99439	2
2841	Q13421	2
2842	Q15599	2
2843	Q9BPW8	2
2844	O95677	2
2845	Q2KHR3	2
2846	P48637	2
2847	Q6ZN04	2
2848	Q6UWR7	2
2849	Q9UKW4	2
2850	Q9H0Y0	2
2851	Q9Y4P1	2
2852	P31151	2
2853	O75127	2
2854	Q12904	2
2855	Q969Q6	2
2856	Q96ST8	2
2857	P40222	2
2858	P49901	2
2859	Q96IP4	2
2860	Q15041	2
2861	P55211	2
2862	Q9P2K8	2
2863	Q9P2K5	2
2864	P30086	2
2865	P19235	2
2866	P01562	2
2867	Q9UQ26	2
2868	P54278	2
2869	P19784	2
2870	Q01094	2
2871	P79522	2
2872	Q92481	2
2873	Q96RK0	2
2874	Q06547	2
2875	P54920	2
2876	Q16819	2
2877	Q7Z4I7	2
2878	Q9BRV8	2
2879	P36543	2
2880	P60006	2
2881	P85037	2
2882	O95674	2
2883	P34949	2
2884	Q92598	2
2885	Q15437	2
2886	Q9BPX3	2
2887	Q9H6D7	2
2888	O96005	2
2889	O95872	2
2890	Q96K83	2
2891	O14863	2
2892	Q15466	2
2893	Q8WXK3	2
2894	Q9BXF9	2
2895	Q16630	2
2896	P30408	2
2897	O15118	2
2898	Q15046	2
2899	Q7L4I2	2
2900	Q86UA6	2
2901	Q9ULV4	2
2902	Q96C24	2
2903	Q8IYR0	2
2904	Q99958	2
2905	Q8NH16	2
2906	P20042	2
2907	P36952	2
2908	Q05209	2
2909	Q9UBY9	2
2910	Q9UJY1	2
2911	O43617	2
2912	Q9Y5R8	2
2913	Q969H4	2
2914	Q9Y487	2
2915	P28065	2
2916	P36957	2
2917	Q9UL42	2
2918	Q9Y680	2
2919	Q7Z406	2
2920	Q9BPX7	2
2921	Q02045	2
2922	P13236	2
2923	Q9P0N8	2
2924	P51659	2
2925	Q13133	2
2926	O95718	2
2927	Q9Y6Q5	2
2928	Q6PIV2	2
2929	Q9NPH3	2
2930	P52298	2
2931	O76003	2
2932	Q9UGI9	2
2933	P15498	2
2934	Q9BTZ2	2
2935	Q6PI77	2
2936	Q7L9B9	2
2937	P99999	2
2938	Q32MZ4	2
2939	Q16520	2
2940	O14787	2
2941	P10588	2
2942	Q96RI1	2
2943	Q9NYA1	2
2944	P27658	2
2945	Q96SI9	2
2946	Q9Y3U8	2
2947	P29692	2
2948	P25100	2
2949	Q53R41	2
2950	Q52LR7	2
2951	Q8N5S9	2
2952	Q96DF8	2
2953	Q15697	2
2954	Q9Y4L5	2
2955	Q6ZQN5	2
2956	P35453	2
2957	P61106	2
2958	Q96AY4	2
2959	Q8TBX8	2
2960	Q9H6F5	2
2961	Q9NP92	2
2962	Q96NT1	2
2963	O00631	2
2964	P26678	2
2965	Q9BVC4	2
2966	Q9BZV1	2
2967	P15408	2
2968	P84243	2
2969	P06213	2
2970	P10242	2
2971	Q9Y6R4	2
2972	Q2WGJ6	2
2973	Q9UBQ5	2
2974	Q9Y4R8	2
2975	P49116	2
2976	Q9H2F3	2
2977	P20020	2
2978	Q9BRJ7	2
2979	O60287	2
2980	O60282	2
2981	Q9UBP4	2
2982	Q12982	2
2983	P14151	2
2984	O43684	2
2985	O95466	2
2986	Q5T7W7	2
2987	P17676	2
2988	Q8NGN6	2
2989	Q9H9J2	2
2990	Q9GZX7	2
2991	Q9GZX6	2
2992	Q9BTW9	2
2993	Q9BWD1	2
2994	P36508	2
2995	Q6PIL6	2
2996	P08123	2
2997	Q9NY12	2
2998	Q9BYQ6	2
2999	Q9C0F1	2
3000	Q8IXZ2	2
3001	P17948	2
3002	Q9NQT4	2
3003	Q15024	2
3004	O60841	2
3005	Q8NEZ4	2
3006	Q99569	2
3007	Q9BXJ8	2
3008	P51674	2
3009	Q07444	2
3010	Q53ET0	2
3011	Q10586	2
3012	Q96CA5	2
3013	Q92797	2
3014	Q96KN3	2
3015	Q8NEM0	2
3016	O75940	2
3017	Q7Z5K2	2
3018	Q96K21	2
3019	P46089	2
3020	Q9BXS5	2
3021	Q6L8G9	2
3022	Q99081	2
3023	Q9Y3Y2	2
3024	Q8NI27	2
3025	Q9Y4P3	2
3026	Q9Y3P9	2
3027	Q7Z4S6	2
3028	Q9Y6C9	2
3029	Q9C0C2	2
3030	Q9BWP8	2
3031	O75362	2
3032	Q9P0Z9	2
3033	Q9BW66	2
3034	Q8TCT0	2
3035	Q9BY44	2
3036	O94992	2
3037	O15534	2
3038	Q9Y261	2
3039	Q13347	2
3040	P55010	2
3041	P23588	2
3042	Q9P1Y5	2
3043	O75157	2
3044	O15524	2
3045	P17181	2
3046	Q9BV40	2
3047	P06702	2
3048	Q63HN8	2
3049	Q8N7E2	2
3050	Q9H6Z4	2
3051	Q8WZ19	2
3052	Q5K651	2
3053	Q15468	2
3054	Q9C0C9	2
3055	P09496	2
3056	Q659A1	2
3057	Q8N2G8	2
3058	Q86UR5	2
3059	P04440	2
3060	O00214	2
3061	P81605	2
3062	O60232	2
3063	Q92730	2
3064	Q9BZJ0	2
3065	P49759	2
3066	Q6STE5	2
3067	O75880	2
3068	Q9BSJ2	2
3069	Q9BRT2	2
3070	Q9BRN9	2
3071	Q9NRG0	2
3072	O75771	2
3073	Q9UJW0	2
3074	Q9BV47	2
3075	Q8NFB2	2
3076	Q8NHL6	2
3077	P61952	2
3078	P61956	2
3079	Q02880	2
3080	P11182	2
3081	Q8TD10	2
3082	Q02040	2
3083	Q9BWF3	2
3084	Q9BWF2	2
3085	Q15555	2
3086	P11413	2
3087	Q8TEH3	2
3088	O94915	2
3089	Q9UHK0	2
3090	O94763	2
3091	P61601	2
3092	O14656	2
3093	Q9BYR9	2
3094	Q5TA77	2
3095	Q96CJ1	2
3096	Q14919	2
3097	P01023	2
3098	Q12774	2
3099	O43474	2
3100	P20719	2
3101	Q9UPQ9	2
3102	Q9HCK5	2
3103	Q9UBW7	2
3104	Q7Z6R9	2
3105	Q70Z53	2
3106	Q9BPX5	2
3107	Q9NQZ6	2
3108	Q8NE86	2
3109	Q9UMN6	2
3110	Q5JU00	2
3111	P15056	2
3112	Q9H6E5	2
3113	O75534	2
3114	Q8WVT3	2
3115	P78364	2
3116	Q9NZ45	2
3117	Q9NRQ2	2
3118	Q8N201	2
3119	P11274	2
3120	Q8N9N5	2
3121	Q99848	2
3122	Q9UPV0	2
3123	P60660	2
3124	Q9GZT8	2
3125	Q9P0W2	2
3126	Q14126	2
3127	P04745	2
3128	P49321	2
3129	P43360	2
3130	Q9H307	2
3131	O94805	2
3132	Q13368	2
3133	Q9BWJ5	2
3134	Q96KK5	2
3135	Q7Z2K8	2
3136	Q9H6U6	2
3137	O43813	2
3138	Q99729	2
3139	Q96EL3	2
3140	P17812	2
3141	P83876	2
3142	Q5T4B2	2
3143	Q9NVM9	2
3144	P31153	2
3145	P98175	2
3146	P48444	2
3147	Q9Y2D5	2
3148	Q9Y383	2
3149	Q9UNX4	2
3150	Q6UXL0	2
3151	Q8IX01	2
3152	Q9BRP4	2
3153	Q9NX14	2
3154	O14879	2
3155	O60763	2
3156	Q96RU7	2
3157	Q96Q11	2
3158	Q8NCW5	2
3159	Q96QC0	2
3160	P13489	2
3161	P19086	2
3162	P21675	2
3163	Q6WKZ4	2
3164	O95157	2
3165	Q15388	2
3166	Q9BTE7	2
3167	Q8WTS6	2
3168	P25025	2
3169	Q9HAV0	2
3170	P56199	2
3171	O00443	2
3172	O00330	2
3173	O00444	2
3174	P05107	2
3175	Q13948	2
3176	Q06945	2
3177	Q8NHW5	2
3178	Q15427	2
3179	Q96KS0	2
3180	P45974	2
3181	P11166	2
3182	Q86VK4	2
3183	P20036	2
3184	Q8N488	2
3185	P53365	2
3186	Q9H040	2
3187	Q96GM8	2
3188	P22670	2
3189	Q05639	2
3190	Q6P2E9	2
3191	O75030	2
3192	Q13309	2
3193	P61160	2
3194	P60468	2
3195	P63151	2
3196	O95747	2
3197	Q5TBB1	2
3198	Q9BPU9	2
3199	P55036	2
3200	Q6NXE6	2
3201	Q9UI12	2
3202	P16260	2
3203	Q96KN2	2
3204	P35354	2
3205	P09104	2
3206	P15374	2
3207	P56211	2
3208	A6NHL2	2
3209	O60346	2
3210	Q9NRG4	2
3211	O60296	2
3212	P49848	2
3213	Q96IQ7	2
3214	P78357	2
3215	P43220	2
3216	Q9H3F6	2
3217	Q9Y6J9	2
3218	Q9NPY3	2
3219	Q13705	2
3220	Q9BUN5	2
3221	Q8WXE1	2
3222	Q8NFJ9	2
3223	Q14966	2
3224	Q8TA86	2
3225	Q00013	2
3226	O94842	2
3227	Q8IVF5	2
3228	Q6N069	2
3229	P49715	2
3230	Q6RFH5	2
3231	Q02978	2
3232	O43567	2
3233	P07237	2
3234	Q9P244	2
3235	Q96KP4	2
3236	Q08117	2
3237	Q14684	2
3238	Q9Y3N9	2
3239	Q9BQ04	2
3240	Q8N3X1	2
3241	Q9UPU7	2
3242	P0C7P4	2
3243	O00442	2
3244	Q8IU81	2
3245	Q96CT7	2
3246	P12236	2
3247	P13727	2
3248	O95156	2
3249	Q9HC56	2
3250	O00299	2
3251	Q9UHA2	2
3252	Q96NC0	2
3253	Q96QA5	2
3254	Q9Y262	2
3255	P41223	2
3256	Q86VM9	2
3257	P21583	2
3258	P08069	2
3259	O95999	2
3260	O95477	2
3261	O15085	2
3262	O75971	2
3263	Q15257	2
3264	Q6IPU0	2
3265	Q96K58	2
3266	Q9Y3C4	2
3267	Q9Y3C6	2
3268	P35573	2
3269	Q9Y315	2
3270	Q96JG6	2
3271	Q9H079	2
3272	Q9H078	2
3273	Q13326	2
3274	Q96A32	2
3275	O75161	2
3276	Q96QV6	2
3277	Q96GQ5	2
3278	Q9Y5U9	2
3279	O43482	2
3280	Q96B02	2
3281	O15541	2
3282	O95639	2
3283	P36871	2
3284	Q8NC51	2
3285	Q9HCJ0	2
3286	Q92973	2
3287	Q8WXF0	2
3288	Q9HC35	2
3289	P52333	2
3290	Q92759	2
3291	Q8TD86	2
3292	P09471	2
3293	Q13733	2
3294	Q02779	2
3295	Q5EBL8	2
3296	P14314	2
3297	O14633	2
3298	Q5FBB7	2
3299	P51959	2
3300	Q8NBT0	2
3301	Q9Y320	2
3302	O60921	2
3303	Q8NA54	2
3304	Q8IYX8	2
3305	Q9C0C4	2
3306	Q13255	2
3307	Q9BZL3	2
3308	Q8IXJ9	2
3309	Q9H2P0	2
3310	P42684	2
3311	Q9NRA1	2
3312	P00750	2
3313	Q06203	2
3314	O60307	2
3315	Q6ZN57	2
3316	P32969	2
3317	Q96ES7	2
3318	Q8N4S0	2
3319	Q8IW19	2
3320	O75791	2
3321	P15814	2
3322	Q8WWY8	2
3323	P09467	2
3324	Q9H4I9	2
3325	P51572	2
3326	P49418	2
3327	Q86WZ6	2
3328	Q9UBS5	2
3329	Q6ZT12	2
3330	Q6UX41	2
3331	Q8TBJ4	2
3332	Q9H0M0	2
3333	Q96IQ9	2
3334	P11233	2
3335	Q9BWM7	2
3336	Q9P2G9	2
3337	P28222	2
3338	P35080	2
3339	Q96H12	2
3340	Q9NZQ7	2
3341	Q96GD3	2
3342	Q719H9	2
3343	Q14533	2
3344	Q3KQU3	2
3345	O14595	2
3346	P52630	2
3347	Q9BQQ3	2
3348	Q6NVU6	2
3349	O75554	2
3350	Q9UI14	2
3351	Q9H0I2	2
3352	O95453	2
3353	P59768	2
3354	Q99501	2
3355	Q15181	2
3356	P30085	2
3357	O15273	2
3358	Q16760	2
3359	P23193	2
3360	Q9NWU5	2
3361	P51398	2
3362	P84077	2
3363	Q9UNL4	2
3364	O75964	2
3365	Q9NVK5	2
3366	P07196	2
3367	Q9Y696	2
3368	Q8IVL1	2
3369	P52747	2
3370	Q9NQG5	2
3371	Q9UNF1	2
3372	Q8WXH6	2
3373	Q5TA45	2
3374	O75800	2
3375	Q9H910	2
3376	Q86XP3	2
3377	Q6PI48	2
3378	P19022	2
3379	P43155	2
3380	Q15078	2
3381	Q8WY91	2
3382	Q86YR5	2
3383	P48594	2
3384	Q9UPY3	2
3385	P00748	2
3386	O60336	2
3387	Q9P127	2
3388	P26447	2
3389	Q0D2K3	2
3390	Q96FS4	2
3391	Q8N5Z5	2
3392	Q7Z2W9	2
3393	Q9HC07	2
3394	Q14690	2
3395	P11234	2
3396	Q5XKE5	2
3397	Q15047	2
3398	O15031	2
3399	Q04912	2
3400	Q96HP8	2
3401	P31431	2
3402	Q5JTC6	2
3403	Q8IX03	2
3404	P60903	2
3405	Q96ST2	2
3406	Q96EQ8	2
3407	O76031	2
3408	Q12879	2
3409	Q6P4R8	2
3410	P01857	2
3411	Q6P2D0	2
3412	Q9UJX5	2
3413	Q6UB35	2
3414	Q68D86	2
3415	Q99731	2
3416	Q9HCN6	2
3417	P22735	2
3418	Q86SQ7	2
3419	P05787	2
3420	O14981	2
3421	Q8IUC6	2
3422	O00189	2
3423	Q8WU20	2
3424	P50579	2
3425	P55055	2
3426	P43307	2
3427	Q8NBP7	2
3428	Q9BVS5	2
3429	Q9BQ95	2
3430	Q9NZD8	2
3431	O76071	2
3432	O75935	2
3433	Q96F24	2
3434	Q13867	2
3435	O95298	2
3436	Q15139	2
3437	Q96AX1	2
3438	Q9UIM3	2
3439	Q9BVI4	2
3440	Q06265	2
3441	P01241	2
3442	Q6NXT4	2
3443	O43508	2
3444	Q9Y2K1	2
3445	Q8TEM1	2
3446	P61006	2
3447	Q9UBW8	2
3448	Q96BY2	2
3449	P54132	2
3450	P17096	2
3451	Q04721	2
3452	Q9NZN8	2
3453	Q9BU61	2
3454	P09601	2
3455	P04279	2
3456	Q12983	2
3457	Q9UIG4	2
3458	Q9Y4K4	2
3459	Q8TAE8	2
3460	Q9NXG2	2
3461	Q05329	2
3462	Q14CN4	2
3463	Q9NWV8	2
3464	P51692	2
3465	Q8N4Q1	2
3466	Q8WWB5	2
3467	Q12846	2
3468	Q9BY77	2
3469	Q7L3B6	2
3470	A6NK59	2
3471	Q8N7W2	2
3472	Q3MHD2	2
3473	O15357	2
3474	Q7L5D6	2
3475	Q9BUQ8	2
3476	Q92989	2
3477	Q8NFV4	2
3478	Q96FV0	2
3479	Q07912	2
3480	Q9BW71	2
3481	Q9NZ63	2
3482	Q02487	2
3483	Q15560	2
3484	Q15561	2
3485	Q9UKM9	2
3486	O00255	2
3487	A6NHR9	2
3488	Q9BYR8	2
3489	P57087	2
3490	P02776	2
3491	O00574	2
3492	Q9Y676	2
3493	Q96G01	2
3494	P08727	2
3495	P17544	2
3496	Q15118	2
3497	Q9C019	2
3498	Q86YP4	2
3499	Q7LGA3	2
3500	Q96QD8	2
3501	Q9BZF9	2
3502	P31321	2
3503	O75844	2
3504	O75694	2
3505	P09016	2
3506	Q5HYJ3	2
3507	Q14978	2
3508	O00462	2
3509	Q14576	2
3510	Q8WZ74	2
3511	Q9BYQ0	2
3512	Q3LI70	2
3513	O43293	2
3514	O00410	2
3515	O43292	2
3516	Q9HAQ2	2
3517	Q96RT1	2
3518	P41594	2
3519	P63092	2
3520	Q96G30	2
3521	O75150	2
3522	Q8IX12	2
3523	Q4J6C6	2
3524	Q15386	2
3525	Q9H3N1	2
3526	Q9ULC4	2
3527	Q9Y6N7	2
3528	Q96CF2	2
3529	Q53TN4	2
3530	Q9NYV6	2
3531	P05814	2
3532	P23769	2
3533	P39687	2
3534	Q9HC77	2
3535	Q9HBM1	2
3536	Q15906	2
3537	P07711	2
3538	Q9Y219	2
3539	Q9HAU0	2
3540	Q86W42	2
3541	O00217	2
3542	Q9UK76	2
3543	Q9BYE3	2
3544	Q2TBE0	2
3545	Q13011	2
3546	Q13797	2
3547	Q9BXA6	2
3548	Q66K74	2
3549	Q9ULX9	2
3550	P26640	2
3551	Q14031	2
3552	P60866	2
3553	P04222	2
3554	Q7Z7G1	2
3555	Q8IYE1	2
3556	Q96GY3	2
3557	Q9BYN7	2
3558	P23528	2
3559	P01834	2
3560	Q8NE31	2
3561	Q5TEU4	2
3562	P42765	2
3563	Q9H0K1	2
3564	Q9H299	2
3565	P05062	2
3566	Q9UBL6	2
3567	P03886	2
3568	O95336	2
3569	Q15172	2
3570	B3EWF7	2
3571	P26022	2
3572	P35659	2
3573	P53007	2
3574	Q9NR09	2
3575	Q99523	2
3576	P42680	2
3577	P50570	2
3578	P23511	2
3579	O14757	2
3580	Q9NZJ0	2
3581	Q9NZJ6	2
3582	O15372	2
3583	Q9Y281	2
3584	O00212	2
3585	Q86VG3	2
3586	Q9Y2W2	2
3587	Q9NTI5	2
3588	O95292	2
3589	P61266	2
3590	P46060	2
3591	Q9NPH2	2
3592	Q96JM2	2
3593	Q3L8U1	2
3594	Q9HA65	2
3595	O14929	2
3596	P53803	2
3597	Q9GZS1	2
3598	O60237	2
3599	P50225	2
3600	Q9H6A0	2
3601	P47813	2
3602	Q9Y2J4	2
3603	P25325	2
3604	Q8WWB3	2
3605	P62995	2
3606	P55345	2
3607	O75943	2
3608	Q9NXU5	2
3609	O00155	2
3610	P62834	2
3611	Q8WV35	2
3612	Q96L21	2
3613	Q96QR1	2
3614	P42574	2
3615	P05106	2
3616	Q15759	2
3617	Q15014	2
3618	Q14BN4	2
3619	P25116	2
3620	Q9Y2G2	2
3621	P42566	2
3622	Q6ZRS2	2
3623	Q14807	2
3624	A6NEM1	2
3625	P52434	2
3626	P22307	2
3627	O95456	2
3628	Q8IY63	2
3629	P62495	2
3630	O75674	2
3631	Q8N1I0	2
3632	Q9Y3A5	2
3633	P12081	2
3634	Q8WVM8	2
3635	Q9P015	2
3636	Q13002	2
3637	O75695	2
3638	P0C5Y9	2
3639	Q8IU85	2
3640	P26842	2
3641	Q8N443	2
3642	Q9ULX7	2
3643	Q8IZI9	2
3644	Q13362	2
3645	P29803	2
3646	P63098	2
3647	P30520	2
3648	P01871	2
3649	Q9P032	2
3650	O60844	2
3651	Q96AP0	2
3652	O15287	2
3653	P61619	2
3654	Q12955	2
3655	Q71UM5	2
3656	Q96CV9	2
3657	P51809	2
3658	P60880	2
3659	Q8TAA3	2
3660	P35610	2
3661	Q8NDI1	2
3662	O76093	2
3663	P23471	2
3664	P25490	2
3665	Q9UH99	2
3666	O75152	2
3667	P09543	2
3668	Q9NUJ3	2
3669	Q96A37	2
3670	P58012	2
3671	Q9NRX2	2
3672	Q9P2S5	2
3673	Q96C55	2
3674	A1L188	2
3675	Q9Y466	2
3676	O15144	2
3677	Q9Y4I1	2
3678	Q8NGK4	2
3679	P37235	2
3680	Q99798	2
3681	Q03113	2
3682	Q86UT8	2
3683	Q86WR0	2
3684	P62318	2
3685	O60271	2
3686	Q8WXX5	2
3687	Q13087	2
3688	Q13439	2
3689	Q9BYV6	2
3690	Q32MK0	2
3691	O60503	2
3692	O95721	2
3693	Q8NHQ8	2
3694	P16403	2
3695	Q9NQ87	2
3696	P48645	2
3697	Q6ZSB9	2
3698	O43189	2
3699	Q6ZSZ5	2
3700	Q9Y3B2	2
3701	P20807	2
3702	Q8TEW0	2
3703	O95931	2
3704	Q86YD7	2
3705	Q9UBV8	2
3706	Q56NI9	2
3707	Q2NKX8	2
3708	Q13085	2
3709	P05549	2
3710	Q96B67	2
3711	Q86X29	2
3712	P86496	2
3713	Q8IXJ6	2
3714	Q06609	2
3715	Q9BZI7	2
3716	Q13541	2
3717	Q9HD47	2
3718	O60641	2
3719	Q9NR46	2
3720	Q03111	2
3721	Q8IWS0	2
3722	Q96HA1	2
3723	Q8WWY6	2
3724	O95235	2
3725	P78358	2
3726	P24539	2
3727	Q9Y333	2
3728	Q92925	2
3729	Q9NZ52	2
3730	O43156	2
3731	Q8IWC1	2
3732	O60784	2
3733	Q6XQN6	2
3734	P40939	2
3735	Q8IWW6	2
3736	P07766	2
3737	P31937	2
3738	Q6ZN18	2
3739	P61163	2
3740	P20648	2
3741	Q9NVR5	2
3742	Q9P2J5	2
3743	Q86VP1	2
3744	Q8NCE0	2
3745	Q9Y4B4	2
3746	P30876	2
3747	P57772	2
3748	Q9NRG9	2
3749	P20393	2
3750	P05423	2
3751	P18847	2
3752	Q14152	2
3753	Q9Y6I9	2
3754	P04920	2
3755	P41134	2
3756	Q8IXL6	2
3757	P30273	2
3758	Q9NUH8	2
3759	P04259	2
3760	Q9BUB5	2
3761	Q8NFC6	2
3762	Q5T280	2
3763	Q93052	2
3764	P35520	2
3765	Q9BXK5	2
3766	O43602	2
3767	Q92673	2
3768	Q9HCK4	2
3769	P08247	2
3770	P14406	2
3771	P47928	2
3772	Q71UI9	2
3773	O60437	2
3774	P49916	2
3775	P49915	2
3776	Q8NFZ5	2
3777	P78395	2
3778	O95786	2
3779	Q13868	2
3780	Q99638	2
3781	P04908	2
3782	Q9NXB0	2
3783	Q5TCZ1	2
3784	O15042	2
3785	Q9ULM3	2
3786	O95870	2
3787	Q96EA4	2
3788	P55084	2
3789	P28068	2
3790	Q93077	2
3791	P28066	2
3792	O43399	2
3793	O60645	2
3794	Q8IVS8	2
3795	O75155	2
3796	Q8IZQ8	2
3797	Q15633	2
3798	Q6ZN17	2
3799	P36969	2
3800	O60493	2
3801	P33991	2
3802	O15516	2
3803	Q96BD6	2
3804	Q15208	2
3805	Q9BYR6	2
3806	Q5TA78	2
3807	Q7Z417	2
3808	Q86UL8	2
3809	Q9UBX7	2
3810	Q969V5	2
3811	Q5VYS8	2
3812	P35968	2
3813	P30626	2
3814	Q86TA1	2
3815	P52198	2
3816	Q8IWF7	2
3817	P43686	2
3818	Q8N983	2
3819	Q14119	2
3820	P53539	2
3821	Q9BQ15	2
3822	Q96E11	2
3823	Q9NZ42	2
3824	O95988	2
3825	Q9Y6B6	2
3826	Q9BXW4	2
3827	Q9UKG1	2
3828	P23229	2
3829	Q8WYQ5	2
3830	Q9NRF2	2
3831	Q562R1	2
3832	Q641Q2	2
3833	Q3KNS6	2
3834	Q9BWG4	2
3835	Q9BTD8	2
3836	Q9Y5P8	2
3837	Q96HS1	2
3838	P13591	2
3839	O76039	2
3840	P32248	2
3841	Q9UK73	2
3842	Q9NR50	2
3843	O96013	2
3844	O75953	2
3845	Q08378	2
3846	P17174	2
3847	Q8IZL9	2
3848	Q9P0U3	2
3849	Q13356	2
3850	Q5VY09	2
3851	Q9H4E5	2
3852	Q9UEU0	2
3853	Q9H7B4	2
3854	Q9UKA4	2
3855	Q8WYK2	2
3856	P52926	2
3857	P35711	2
3858	Q96A09	2
3859	Q8IVW4	2
3860	Q9NZM3	2
3861	Q8WXE9	2
3862	Q6NYC8	2
3863	P24468	2
3864	Q13459	2
3865	O43186	2
3866	Q9H6L2	2
3867	Q6SJ93	2
3868	O94817	2
3869	P40926	2
3870	Q9NY61	2
3871	Q96LJ8	2
3872	Q9NXC2	2
3873	Q96JM3	2
3874	Q5VWG9	2
3875	O95197	2
3876	Q13976	2
3877	P57059	2
3878	Q9P086	2
3879	P49005	2
3880	O14662	2
3881	Q96JN8	2
3882	Q6PCT2	2
3883	Q7RTN6	2
3884	Q96F45	2
3885	Q3YEC7	2
3886	Q8IXT1	2
3887	O94913	2
3888	P50502	2
3889	Q96NY9	2
3890	Q13769	2
3891	Q13765	2
3892	P56385	2
3893	Q9NW38	2
3894	Q13322	2
3895	Q08499	2
3896	Q8IX90	2
3897	P82664	2
3898	Q04727	2
3899	Q6IBS0	2
3900	P09936	2
3901	P21817	2
3902	Q9NSE2	2
3903	Q8NDH3	2
3904	O94761	2
3905	Q86TS9	2
3906	Q8N335	2
3907	P21917	2
3908	Q8NA19	2
3909	P34810	2
3910	Q5T6F2	2
3911	Q2TAL8	2
3912	O75525	2
3913	Q8TAP9	2
3914	Q6ZMM2	2
3915	Q13523	2
3916	Q96RR4	2
3917	Q9H061	2
3918	Q8IUZ0	2
3919	O95070	2
3920	P22736	2
3921	O15164	2
3922	P19397	2
3923	A6NKT7	2
3924	Q9H9T3	2
3925	Q8IZD9	2
3926	Q8IU54	2
3927	Q13330	2
3928	Q9NNW7	2
3929	Q9Y512	2
3930	Q7L5Y6	2
3931	O43187	2
3932	Q13480	2
3933	O60361	2
3934	Q58FF6	2
3935	Q9Y5K6	2
3936	O14810	2
3937	O60907	2
3938	P13533	2
3939	O00141	2
3940	Q9BPU6	2
3941	P51003	2
3942	Q13118	2
3943	P43353	2
3944	P43355	2
3945	Q9NP55	2
3946	Q9Y617	2
3947	Q9NYW8	2
3948	Q2M2I5	2
3949	P19013	2
3950	Q9BUL8	2
3951	Q9UPP5	2
3952	P12035	2
3953	O95835	2
3954	Q9UIJ5	2
3955	O94875	2
3956	Q53FD0	2
3957	Q9Y520	2
3958	Q9UGJ0	2
3959	P54105	2
3960	Q12849	2
3961	Q8WXA9	2
3962	Q96ER3	2
3963	Q5JY77	2
3964	P18754	2
3965	P25942	2
3966	Q8NC69	2
3967	Q9BX70	2
3968	Q5VSL9	2
3969	O95865	2
3970	Q16718	2
3971	Q9NWT8	2
3972	Q8WWI1	2
3973	Q9Y448	2
3974	Q92879	2
3975	O43516	2
3976	O75843	2
3977	Q5VTD9	2
3978	Q96L91	2
3979	Q9HC24	2
3980	Q12805	2
3981	O14686	2
3982	Q9H553	2
3983	Q99708	2
3984	Q9HCM9	2
3985	Q9UFG5	2
3986	O96014	2
3987	P49588	2
3988	P25391	2
3989	Q04941	2
3990	Q5JQF8	2
3991	Q9H0U4	2
3992	O75159	2
3993	Q969E8	2
3994	O60729	2
3995	Q9UM13	2
3996	P11912	2
3997	Q9H490	2
3998	P41235	2
3999	P41238	2
4000	P46939	2
4001	Q96N16	2
4002	O15049	2
4003	Q9UMR5	2
4004	P17947	2
4005	Q96JN0	2
4006	Q16537	2
4007	Q9NVL8	1
4008	P20930	1
4009	Q9NXR8	1
4010	Q9NXR1	1
4011	O00241	1
4012	Q15652	1
4013	Q9H267	1
4014	Q14524	1
4015	Q9Y259	1
4016	Q9UJ78	1
4017	Q8N1L9	1
4018	Q9Y3A3	1
4019	Q9BYZ2	1
4020	P29400	1
4021	P18827	1
4022	Q5SRD1	1
4023	Q15398	1
4024	Q6P4F7	1
4025	Q9UKK9	1
4026	Q86W56	1
4027	Q9BVC3	1
4028	Q96FC9	1
