Rank	Protein	Degree
4029	Q92832	1
4030	Q8IZL2	1
4031	Q92837	1
4032	O43930	1
4033	P01236	1
4034	Q9NWM8	1
4035	Q15573	1
4036	P17480	1
4037	Q6NX49	1
4038	Q9UKZ9	1
4039	P09001	1
4040	Q5DJT8	1
4041	Q86TG1	1
4042	Q9NRZ9	1
4043	Q9BS40	1
4044	Q6P1A2	1
4045	Q9NRH3	1
4046	Q96RT8	1
4047	P41214	1
4048	Q66PJ3	1
4049	Q9HAP6	1
4050	Q5T2T1	1
4051	Q9NPI8	1
4052	Q92685	1
4053	Q96KQ4	1
4054	P06865	1
4055	Q96G25	1
4056	Q9BWU0	1
4057	Q13232	1
4058	P28223	1
4059	P01833	1
4060	O43909	1
4061	O95388	1
4062	Q96DR5	1
4063	Q8NH09	1
4064	Q6ZRV2	1
4065	P62699	1
4066	Q92753	1
4067	Q86Z20	1
4068	Q68CQ7	1
4069	Q7Z3T8	1
4070	P32314	1
4071	Q9Y294	1
4072	P30281	1
4073	Q8TE12	1
4074	Q7Z465	1
4075	P32322	1
4076	O75096	1
4077	Q7Z6K3	1
4078	Q99519	1
4079	O75427	1
4080	Q96RP7	1
4081	Q92733	1
4082	Q5BKT4	1
4083	Q96L50	1
4084	Q8N2R8	1
4085	Q12788	1
4086	Q9BXY4	1
4087	P40238	1
4088	Q8NGN1	1
4089	A4GXA9	1
4090	Q6ZRI6	1
4091	Q9Y4F5	1
4092	Q8N328	1
4093	Q8N456	1
4094	Q8WVD5	1
4095	P42772	1
4096	P68543	1
4097	P26651	1
4098	Q92750	1
4099	Q9ULK5	1
4100	Q14005	1
4101	Q9H3P2	1
4102	Q9HA77	1
4103	O15446	1
4104	Q6IF36	1
4105	Q8NGT5	1
4106	Q8NH51	1
4107	Q8NGY5	1
4108	Q9Y2K5	1
4109	P30039	1
4110	Q96M29	1
4111	Q9UHY7	1
4112	O14681	1
4113	O75426	1
4114	P29034	1
4115	Q8TAC2	1
4116	P05181	1
4117	Q9H461	1
4118	O75431	1
4119	Q9NZT1	1
4120	Q9NZW5	1
4121	Q96SN7	1
4122	O75330	1
4123	Q6BDS2	1
4124	Q8IZQ1	1
4125	P05014	1
4126	P05019	1
4127	Q68DK2	1
4128	Q5T4D3	1
4129	O43781	1
4130	P68871	1
4131	O95347	1
4132	Q8WYA6	1
4133	Q8N5K1	1
4134	P43234	1
4135	P01042	1
4136	Q9NQH7	1
4137	Q9H857	1
4138	Q86UX2	1
4139	Q9NXG0	1
4140	Q9Y606	1
4141	Q5T7P3	1
4142	Q9Y603	1
4143	P50549	1
4144	C9JLW8	1
4145	Q53GS7	1
4146	Q8N6M8	1
4147	Q9UN19	1
4148	P18615	1
4149	Q8WX92	1
4150	P17024	1
4151	Q9BZE9	1
4152	Q9BZE1	1
4153	Q969K3	1
4154	P43490	1
4155	Q9Y6E2	1
4156	Q9H981	1
4157	Q8NBZ0	1
4158	O75808	1
4159	Q9UHD8	1
4160	Q9UHD1	1
4161	Q9NRY2	1
4162	Q8ND83	1
4163	Q8WU58	1
4164	P40424	1
4165	Q9BWW8	1
4166	O95398	1
4167	O43432	1
4168	Q6ZSJ8	1
4169	Q9BQE6	1
4170	Q96NY8	1
4171	Q96RF0	1
4172	Q9NZV8	1
4173	Q9NS64	1
4174	P50336	1
4175	Q9BXA7	1
4176	O15353	1
4177	Q03431	1
4178	Q6ZMG9	1
4179	Q14831	1
4180	Q14832	1
4181	P51790	1
4182	P55073	1
4183	P51805	1
4184	P22413	1
4185	P06858	1
4186	Q53F39	1
4187	O43822	1
4188	Q15334	1
4189	Q9UI15	1
4190	Q9H6H4	1
4191	P57103	1
4192	Q8NCH0	1
4193	P51688	1
4194	P55291	1
4195	Q9BWV1	1
4196	Q6P5R6	1
4197	P58397	1
4198	Q02447	1
4199	Q13129	1
4200	Q96A72	1
4201	P20702	1
4202	Q9Y4D2	1
4203	A2RU14	1
4204	Q9H8G2	1
4205	Q8N302	1
4206	P43007	1
4207	O60259	1
4208	Q99967	1
4209	Q76M96	1
4210	Q86XD8	1
4211	Q86WX3	1
4212	Q99944	1
4213	Q9NNW5	1
4214	Q8TAM1	1
4215	Q14249	1
4216	P05455	1
4217	Q8N6P7	1
4218	O94953	1
4219	Q14568	1
4220	Q86XZ4	1
4221	P08473	1
4222	O43678	1
4223	O14910	1
4224	P48146	1
4225	P25789	1
4226	Q5TA81	1
4227	O60229	1
4228	Q5JXX5	1
4229	A6NIM6	1
4230	P56279	1
4231	Q15102	1
4232	Q9UDV6	1
4233	Q96GK7	1
4234	P50876	1
4235	O14933	1
4236	Q13568	1
4237	P25440	1
4238	P98077	1
4239	P35498	1
4240	O95361	1
4241	Q96AQ6	1
4242	A7MCY6	1
4243	Q9NZB2	1
4244	P21145	1
4245	Q8N8F7	1
4246	Q5JRA6	1
4247	Q08AG7	1
4248	Q9Y6Y9	1
4249	Q53RD9	1
4250	Q96C28	1
4251	P17036	1
4252	Q9NS73	1
4253	Q9NQ66	1
4254	O75112	1
4255	O76083	1
4256	Q9NQT5	1
4257	Q07325	1
4258	Q11130	1
4259	P25067	1
4260	P78537	1
4261	P02585	1
4262	Q9Y4E5	1
4263	Q92561	1
4264	Q92560	1
4265	Q92567	1
4266	P55058	1
4267	Q96G75	1
4268	Q9H8H2	1
4269	Q8WU76	1
4270	Q8WU79	1
4271	P14672	1
4272	Q96HE7	1
4273	Q9H257	1
4274	P21127	1
4275	Q8TDQ7	1
4276	P07992	1
4277	Q92547	1
4278	P35555	1
4279	O43592	1
4280	P40121	1
4281	O95568	1
4282	Q9BQC6	1
4283	Q9UHA7	1
4284	Q86X59	1
4285	P14778	1
4286	Q99550	1
4287	P31995	1
4288	Q8N3U4	1
4289	Q969P5	1
4290	Q9Y5E9	1
4291	Q9Y5E8	1
4292	Q9Y5E4	1
4293	Q93050	1
4294	P30466	1
4295	P30508	1
4296	Q02556	1
4297	Q6ZRR9	1
4298	Q9Y222	1
4299	Q9NZH5	1
4300	P62079	1
4301	O14764	1
4302	Q15111	1
4303	O14647	1
4304	P10147	1
4305	Q9P2R3	1
4306	O75616	1
4307	Q96C23	1
4308	O00244	1
4309	P51159	1
4310	O95486	1
4311	O60858	1
4312	Q9Y2P5	1
4313	Q9Y2P4	1
4314	O14798	1
4315	Q96PC2	1
4316	P22466	1
4317	O75830	1
4318	Q9HBU6	1
4319	Q15935	1
4320	Q2I0M5	1
4321	Q9NP81	1
4322	Q8N8U2	1
4323	P02461	1
4324	P23142	1
4325	Q9NZ94	1
4326	Q9Y3L3	1
4327	P14384	1
4328	P01040	1
4329	O00548	1
4330	Q15027	1
4331	O75154	1
4332	Q8NGJ1	1
4333	Q8TCG2	1
4334	P55085	1
4335	Q9HCS4	1
4336	Q8IY57	1
4337	Q9H2R5	1
4338	Q86U38	1
4339	Q13352	1
4340	Q6T4R5	1
4341	O15511	1
4342	P08913	1
4343	P35462	1
4344	Q01453	1
4345	P40198	1
4346	P18510	1
4347	P04155	1
4348	Q08E93	1
4349	Q6PCD5	1
4350	P55327	1
4351	Q8IVF6	1
4352	P08590	1
4353	Q8N6R0	1
4354	P49190	1
4355	Q8N5S1	1
4356	O14966	1
4357	O14977	1
4358	Q96MU5	1
4359	Q9Y385	1
4360	Q9GZP4	1
4361	O75027	1
4362	Q9NZJ7	1
4363	Q96Q04	1
4364	P09455	1
4365	Q96P09	1
4366	Q8NI29	1
4367	Q9UJT9	1
4368	Q8NGX8	1
4369	O95715	1
4370	O60683	1
4371	O43918	1
4372	Q8N5G2	1
4373	Q5T754	1
4374	O00222	1
4375	P25445	1
4376	Q6GQQ9	1
4377	Q9BY11	1
4378	Q8WV07	1
4379	Q9UBC3	1
4380	P43694	1
4381	Q96CN4	1
4382	Q6ZS10	1
4383	O00526	1
4384	Q0VAA2	1
4385	P21926	1
4386	P08700	1
4387	Q6ZVL6	1
4388	P10412	1
4389	O43521	1
4390	Q9Y6M9	1
4391	Q9P275	1
4392	Q9C0I1	1
4393	Q6ZNC8	1
4394	Q9H1C4	1
4395	P29033	1
4396	P36776	1
4397	O14497	1
4398	Q9UKT8	1
4399	P09067	1
4400	O95922	1
4401	Q15751	1
4402	Q9UKT4	1
4403	Q8NG27	1
4404	P0C869	1
4405	Q5T9L3	1
4406	Q86SJ6	1
4407	Q9NRR6	1
4408	Q9UII2	1
4409	P32970	1
4410	A0FGR8	1
4411	Q96S52	1
4412	O00533	1
4413	A2RTX5	1
4414	Q9UNQ2	1
4415	P00918	1
4416	Q9HAV7	1
4417	Q96MG7	1
4418	Q96SB3	1
4419	Q96QF0	1
4420	Q9P2K3	1
4421	Q13049	1
4422	Q14451	1
4423	P14653	1
4424	Q9Y3Q4	1
4425	Q9P1Z3	1
4426	Q9Y215	1
4427	P06276	1
4428	Q8N112	1
4429	P21854	1
4430	Q96S94	1
4431	Q14687	1
4432	Q8IY31	1
4433	Q9UHP3	1
4434	Q9P2J3	1
4435	Q9NVR7	1
4436	Q9NX58	1
4437	Q05BQ5	1
4438	Q5MNZ6	1
4439	P22455	1
4440	P15291	1
4441	O75914	1
4442	Q9UJX6	1
4443	Q96N95	1
4444	Q96JS3	1
4445	P31270	1
4446	P13994	1
4447	P13995	1
4448	Q9ULB1	1
4449	Q8N2Q7	1
4450	Q9Y2R2	1
4451	Q96G21	1
4452	P54819	1
4453	O60879	1
4454	P30049	1
4455	P30048	1
4456	Q8N8S7	1
4457	Q9Y615	1
4458	Q96EF6	1
4459	P16284	1
4460	P55786	1
4461	P29992	1
4462	P05534	1
4463	O43680	1
4464	P63252	1
4465	O00562	1
4466	Q96S44	1
4467	O15156	1
4468	P51178	1
4469	O15151	1
4470	Q96R08	1
4471	Q8WVB6	1
4472	Q8N944	1
4473	Q5T7V8	1
4474	Q99909	1
4475	Q9UQ13	1
4476	P54284	1
4477	Q96AJ1	1
4478	Q86WT1	1
4479	Q14202	1
4480	Q14206	1
4481	Q6UWU2	1
4482	Q9Y4H2	1
4483	P41226	1
4484	Q9NRV9	1
4485	Q96DT0	1
4486	Q6PCB8	1
4487	P06396	1
4488	P20810	1
4489	P79483	1
4490	Q5XUX0	1
4491	Q96DA6	1
4492	Q14515	1
4493	O94993	1
4494	Q6PIJ6	1
4495	O14950	1
4496	Q6AHZ1	1
4497	Q9GZV5	1
4498	Q96RN5	1
4499	P31483	1
4500	Q9BR01	1
4501	O76070	1
4502	P17302	1
4503	A2RUU4	1
4504	Q8IWT6	1
4505	Q9BXF3	1
4506	P24752	1
4507	Q15649	1
4508	Q9NTN9	1
4509	Q16581	1
4510	P07148	1
4511	Q13522	1
4512	P35908	1
4513	Q15326	1
4514	Q9BWN1	1
4515	Q5T8D3	1
4516	B2RXF5	1
4517	Q15404	1
4518	Q9Y248	1
4519	Q96EX3	1
4520	Q7L592	1
4521	Q3KNW1	1
4522	P27216	1
4523	Q14789	1
4524	Q9ULV3	1
4525	P43304	1
4526	Q96C19	1
4527	Q92843	1
4528	P48553	1
4529	P18669	1
4530	Q9UK58	1
4531	Q96F46	1
4532	O43734	1
4533	Q9UQ84	1
4534	O00629	1
4535	P35544	1
4536	Q9BYD6	1
4537	P21108	1
4538	Q9BV38	1
4539	Q9UQ07	1
4540	P29374	1
4541	Q9UBE0	1
4542	Q9NPP4	1
4543	Q14157	1
4544	O43920	1
4545	Q5MJ10	1
4546	Q53F19	1
4547	Q9UMS0	1
4548	P0CL83	1
4549	Q8TAD4	1
4550	Q9Y2A9	1
4551	O60462	1
4552	Q8TAD2	1
4553	P40189	1
4554	O14901	1
4555	P15692	1
4556	Q2NL98	1
4557	Q96PU4	1
4558	O75251	1
4559	P50748	1
4560	O75915	1
4561	Q9Y6D9	1
4562	P08684	1
4563	Q99819	1
4564	Q9UHC7	1
4565	P59536	1
4566	O75354	1
4567	P45378	1
4568	Q9UQ49	1
4569	Q17R89	1
4570	Q75N03	1
4571	O15492	1
4572	O75390	1
4573	P59998	1
4574	Q8TBA6	1
4575	Q9NV96	1
4576	Q8N3I7	1
4577	Q53TQ3	1
4578	P22004	1
4579	Q16671	1
4580	P82673	1
4581	P26715	1
4582	P10074	1
4583	Q9UGU0	1
4584	Q969S8	1
4585	Q9UHF0	1
4586	Q96DZ5	1
4587	Q9NR55	1
4588	O15525	1
4589	Q9NZC4	1
4590	Q96M61	1
4591	Q96IX9	1
4592	Q9HBV2	1
4593	Q8IYU8	1
4594	P08908	1
4595	Q15067	1
4596	P42773	1
4597	Q9H7D7	1
4598	Q8WWX0	1
4599	Q8WWK9	1
4600	Q8WWX9	1
4601	P34896	1
4602	Q8IY22	1
4603	Q92918	1
4604	Q9BXL7	1
4605	P62380	1
4606	Q6IQ49	1
4607	Q86VX2	1
4608	Q9Y6G5	1
4609	O43929	1
4610	A6NMY6	1
4611	Q9H596	1
4612	Q9Y295	1
4613	Q86XT9	1
4614	Q9H792	1
4615	Q9BSH4	1
4616	Q8WYA1	1
4617	P20062	1
4618	Q9GZT5	1
4619	Q9GZT9	1
4620	O00488	1
4621	P11464	1
4622	O75063	1
4623	P38484	1
4624	Q9HCY8	1
4625	Q9UKF6	1
4626	Q15669	1
4627	Q9ULC5	1
4628	P35348	1
4629	Q8IUH3	1
4630	Q9H3H9	1
4631	P12694	1
4632	Q7Z3B3	1
4633	P47872	1
4634	Q8NH94	1
4635	P29558	1
4636	Q9HBE4	1
4637	Q16620	1
4638	Q9H9A7	1
4639	Q7Z353	1
4640	Q9Y3E2	1
4641	Q5VYV7	1
4642	Q92889	1
4643	Q5VT79	1
4644	Q8NGE9	1
4645	P02549	1
4646	O94916	1
4647	Q12907	1
4648	Q9NUD5	1
4649	O15020	1
4650	Q9H6D3	1
4651	Q9UJA5	1
4652	Q96G46	1
4653	Q9H0F7	1
4654	Q8NEP3	1
4655	Q9UMX3	1
4656	Q99698	1
4657	Q9NP79	1
4658	P78386	1
4659	P14209	1
4660	P10606	1
4661	P22557	1
4662	O75900	1
4663	P01569	1
4664	P48551	1
4665	Q9HCM2	1
4666	P26992	1
4667	O43598	1
4668	Q9NZ08	1
4669	Q9Y4C2	1
4670	P22392	1
4671	Q9UBG7	1
4672	Q96RK1	1
4673	Q14141	1
4674	Q8WXC6	1
4675	Q01518	1
4676	Q8IUR7	1
4677	P01303	1
4678	Q07866	1
4679	Q9HBX9	1
4680	Q8WZ73	1
4681	Q8IXM6	1
4682	A2A2Y4	1
4683	Q53RT3	1
4684	P35754	1
4685	O95365	1
4686	Q00577	1
4687	Q9NR45	1
4688	O95670	1
4689	O94979	1
4690	Q9H6D8	1
4691	P50591	1
4692	Q2TB10	1
4693	Q9NW82	1
4694	Q8NF64	1
4695	Q86SG6	1
4696	Q6DN03	1
4697	P10323	1
4698	Q8NFT6	1
4699	Q15042	1
4700	Q9UNE2	1
4701	O15119	1
4702	Q9H0X9	1
4703	P31350	1
4704	Q9BVA0	1
4705	P43356	1
4706	Q9Y366	1
4707	A0AVF1	1
4708	Q8NBB4	1
4709	Q3KP44	1
4710	Q9UI09	1
4711	Q9Y5B6	1
4712	Q9Y5U2	1
4713	Q9C086	1
4714	P28676	1
4715	Q9NRU3	1
4716	O75683	1
4717	Q96QB1	1
4718	Q96AC1	1
4719	A6NET4	1
4720	Q8NH37	1
4721	Q6IEU7	1
4722	Q8NBQ7	1
4723	Q9NPQ8	1
4724	Q52M93	1
4725	Q9NS71	1
4726	Q8NBQ5	1
4727	Q8IZP1	1
4728	O75044	1
4729	Q9P1Z9	1
4730	Q9NX01	1
4731	P50221	1
4732	Q96MC2	1
4733	Q7Z5L9	1
4734	Q99417	1
4735	Q8IY82	1
4736	Q96GC6	1
4737	P36954	1
4738	Q9NY35	1
4739	Q9UHW5	1
4740	Q9Y535	1
4741	Q9BQ83	1
4742	Q8NH79	1
4743	Q9BYS1	1
4744	Q5TA82	1
4745	Q86UK7	1
4746	Q7Z408	1
4747	P55157	1
4748	P13232	1
4749	P47992	1
4750	P51677	1
4751	Q9UBY5	1
4752	Q9UBY8	1
4753	Q9Y3B9	1
4754	P51654	1
4755	O00399	1
4756	Q8IVH2	1
4757	P07954	1
4758	Q5ZPR3	1
4759	Q9NY25	1
4760	Q96IV0	1
4761	O15211	1
4762	Q9NZJ5	1
4763	Q96Q15	1
4764	Q14526	1
4765	Q4G0N4	1
4766	Q08345	1
4767	Q9HD67	1
4768	P51828	1
4769	P16471	1
4770	P52566	1
4771	Q9UKN7	1
4772	Q9UHN1	1
4773	Q99626	1
4774	O95757	1
4775	Q8TB22	1
4776	Q8TB24	1
4777	Q10587	1
4778	Q8WW18	1
4779	Q86VU5	1
4780	Q8WW12	1
4781	Q14393	1
4782	Q2M3C7	1
4783	Q9UGL9	1
4784	P57739	1
4785	Q06250	1
4786	Q8NEG0	1
4787	Q14168	1
4788	Q01658	1
4789	P58546	1
4790	Q9BYX4	1
4791	Q6P0Q8	1
4792	Q96DR7	1
4793	Q16821	1
4794	Q2KHN1	1
4795	Q8IYM0	1
4796	O43405	1
4797	Q6UWL2	1
4798	Q6VMQ6	1
4799	P41162	1
4800	Q86Y46	1
4801	Q96A49	1
4802	P78508	1
4803	Q5TC12	1
4804	Q9H2Y7	1
4805	Q15828	1
4806	P30530	1
4807	Q9ULL4	1
4808	Q9Y2F9	1
4809	Q6DD88	1
4810	P53602	1
4811	Q9HD90	1
4812	P18505	1
4813	Q99661	1
4814	Q96I34	1
4815	A1L0T0	1
4816	Q9H9S3	1
4817	Q9ULW6	1
4818	P06729	1
4819	P43628	1
4820	Q8NHG8	1
4821	Q9BW91	1
4822	Q8NHG7	1
4823	Q9Y2X7	1
4824	P31371	1
4825	P49721	1
4826	Q9P2P1	1
4827	Q9BT22	1
4828	Q9Y342	1
4829	Q9UJU2	1
4830	Q53HC5	1
4831	P0DML2	1
4832	Q8IVP5	1
4833	Q9UH92	1
4834	Q9NP71	1
4835	Q7Z698	1
4836	P62166	1
4837	Q96B23	1
4838	P0C7X1	1
4839	Q9NYD6	1
4840	Q92626	1
4841	P40200	1
4842	O60942	1
4843	Q12980	1
4844	P20023	1
4845	Q96FA3	1
4846	O75717	1
4847	Q15973	1
4848	O43670	1
4849	O43677	1
4850	Q03519	1
4851	P56177	1
4852	Q9H4A6	1
4853	A6NDL8	1
4854	Q8NH87	1
4855	Q8NGR9	1
4856	Q7Z4V5	1
4857	Q6IFG1	1
4858	O95371	1
4859	Q8NGX6	1
4860	O95918	1
4861	Q6IFN5	1
4862	P30954	1
4863	Q92847	1
4864	A6NF89	1
4865	Q8NGL3	1
4866	Q8NGG8	1
4867	Q5SWW7	1
4868	Q53HI1	1
4869	Q8WW22	1
4870	Q14626	1
4871	Q6ZNA1	1
4872	P85299	1
4873	P30443	1
4874	Q6ZVK8	1
4875	Q13503	1
4876	Q9UPS6	1
4877	Q9GZL7	1
4878	P06731	1
4879	Q8NGF8	1
4880	Q7Z460	1
4881	O96004	1
4882	Q96J84	1
4883	Q96S16	1
4884	Q7Z4K8	1
4885	Q9H832	1
4886	Q8N0U8	1
4887	Q70UQ0	1
4888	Q8N5H7	1
4889	Q9Y6H5	1
4890	Q9NZZ3	1
4891	Q8IYK4	1
4892	Q8TEY5	1
4893	P78346	1
4894	Q02127	1
4895	Q9Y244	1
4896	O43915	1
4897	P13674	1
4898	P10071	1
4899	P05496	1
4900	P78410	1
4901	Q8N268	1
4902	Q9UKL0	1
4903	Q9H668	1
4904	O15327	1
4905	Q8NEM7	1
4906	Q96P53	1
4907	Q9H147	1
4908	P22352	1
4909	O95447	1
4910	P24001	1
4911	Q5SYB0	1
4912	O95968	1
4913	Q8NFR7	1
4914	O43240	1
4915	A6NIJ9	1
4916	O43790	1
4917	Q9Y3S2	1
4918	Q6L8H1	1
4919	Q8WTP8	1
4920	Q05952	1
4921	Q9UPN4	1
4922	P50749	1
4923	Q9UPN6	1
4924	P16150	1
4925	Q8IZ83	1
4926	Q7Z745	1
4927	Q9UGP5	1
4928	Q9NTZ6	1
4929	Q6ULP2	1
4930	O60313	1
4931	Q9H4A4	1
4932	Q00765	1
4933	O75364	1
4934	O75365	1
4935	Q9UGM6	1
4936	Q9BQY4	1
4937	O14782	1
4938	O43427	1
4939	Q92743	1
4940	Q16877	1
4941	Q15319	1
4942	Q9UBR4	1
4943	Q9BSW2	1
4944	Q5TC79	1
4945	Q9NS87	1
4946	P20585	1
4947	Q9H210	1
4948	Q8NH00	1
4949	Q8NH01	1
4950	Q8NG85	1
4951	Q8NGA5	1
4952	A3KFT3	1
4953	Q8NGK5	1
4954	P58173	1
4955	Q9NZP0	1
4956	Q8TCT1	1
4957	P68106	1
4958	Q9P2F6	1
4959	O15520	1
4960	O95631	1
4961	P05937	1
4962	Q9BZ29	1
4963	Q8NDN9	1
4964	Q6AI12	1
4965	Q92698	1
4966	Q9NUC0	1
4967	Q9BWX5	1
4968	P30518	1
4969	Q3V5L5	1
4970	P37837	1
4971	O00400	1
4972	Q08999	1
4973	P52954	1
4974	P48426	1
4975	Q01814	1
4976	P01258	1
4977	Q08257	1
4978	Q96MN2	1
4979	Q6PID8	1
4980	Q5VUG0	1
4981	Q9P2B7	1
4982	P07476	1
4983	P51636	1
4984	Q9UGM1	1
4985	Q96AB6	1
4986	Q13546	1
4987	P01135	1
4988	Q8TD06	1
4989	Q8NER5	1
4990	Q9NY33	1
4991	Q9UPA5	1
4992	Q8TEK3	1
4993	Q9C0E2	1
4994	Q8IVV7	1
4995	Q9BXP2	1
4996	P32856	1
4997	Q9UKZ1	1
4998	Q92609	1
4999	Q9BZJ8	1
5000	Q9BSJ8	1
5001	Q8TAS1	1
5002	Q9BSJ5	1
5003	O75081	1
5004	Q9UBN6	1
5005	Q6NVH7	1
5006	Q6NX45	1
5007	Q13136	1
5008	Q9H093	1
5009	O95822	1
5010	P52736	1
5011	P03989	1
5012	Q9HA38	1
5013	O95405	1
5014	Q14050	1
5015	O76041	1
5016	Q12996	1
5017	A6NCV1	1
5018	A2RU67	1
5019	Q96E14	1
5020	P43115	1
5021	Q14954	1
5022	Q9NYF0	1
5023	Q9C0H9	1
5024	Q9H2X9	1
5025	P55017	1
5026	Q8N1Y9	1
5027	Q2TAA5	1
5028	Q96DZ1	1
5029	Q96MF2	1
5030	Q14914	1
5031	P11766	1
5032	Q86VI3	1
5033	P17706	1
5034	Q6UVK1	1
5035	Q96KN4	1
5036	Q4KMQ1	1
5037	Q96HT8	1
5038	Q9H0C8	1
5039	Q9NS98	1
5040	O75051	1
5041	Q9P1U1	1
5042	Q12972	1
5043	Q16602	1
5044	O60895	1
5045	O43347	1
5046	Q9Y613	1
5047	Q6NUM9	1
5048	Q9H2V7	1
5049	Q9UDR5	1
5050	Q14494	1
5051	P13987	1
5052	P78369	1
5053	Q9NRX4	1
5054	Q15345	1
5055	Q9BRR9	1
5056	Q9H0H0	1
5057	Q9NQC8	1
5058	Q9UPS8	1
5059	Q9UKJ5	1
5060	P33241	1
5061	Q8N9N8	1
5062	Q9UH62	1
5063	Q86T82	1
5064	P21549	1
5065	Q8HWS3	1
5066	P0DPB3	1
5067	Q12798	1
5068	O00458	1
5069	O75379	1
5070	P51811	1
5071	Q96GD0	1
5072	P53611	1
5073	Q7Z5A9	1
5074	Q9ULX6	1
5075	O14924	1
5076	Q8IYS1	1
5077	O75347	1
5078	Q9Y2Q5	1
5079	P78536	1
5080	O76090	1
5081	O60231	1
5082	P25685	1
5083	P55197	1
5084	P34741	1
5085	Q969G5	1
5086	Q5T1R4	1
5087	Q5JU69	1
5088	Q9Y4X4	1
5089	Q9H0C5	1
5090	Q8N5G0	1
5091	Q05193	1
5092	P13647	1
5093	Q96EK4	1
5094	Q53HC9	1
5095	Q4FZB7	1
5096	Q96BR1	1
5097	Q8WXJ9	1
5098	Q9NUA8	1
5099	O15530	1
5100	P31152	1
5101	Q86V42	1
5102	P48449	1
5103	Q66K80	1
5104	Q96DN5	1
5105	Q9BSJ6	1
5106	Q5JVL4	1
5107	Q92995	1
5108	Q70EL4	1
5109	P57721	1
5110	Q96P69	1
5111	Q9BXR0	1
5112	Q9H8Y8	1
5113	P20794	1
5114	Q6UXB4	1
5115	Q6UXB8	1
5116	Q8N2M4	1
5117	Q15052	1
5118	Q9Y5J6	1
5119	Q9Y2Z9	1
5120	P78556	1
5121	P00156	1
5122	P09529	1
5123	Q9NRE2	1
5124	Q93075	1
5125	P61970	1
5126	Q494X3	1
5127	Q96LJ7	1
5128	Q9BWS9	1
5129	P11245	1
5130	Q96K62	1
5131	P48200	1
5132	P03950	1
5133	Q9NWB7	1
5134	Q3MJ16	1
5135	P19087	1
5136	P54764	1
5137	Q9UHI6	1
5138	Q9UHI7	1
5139	Q14669	1
5140	Q14938	1
5141	Q12797	1
5142	Q8N3V7	1
5143	Q9NXH9	1
5144	P01583	1
5145	P55318	1
5146	Q9UMX1	1
5147	Q96D21	1
5148	Q8WTU0	1
5149	P61081	1
5150	Q9H5I1	1
5151	Q6P047	1
5152	O95425	1
5153	Q9Y6W5	1
5154	Q9Y6W6	1
5155	A2RRL7	1
5156	O14974	1
5157	Q8WWB7	1
5158	O00193	1
5159	O00194	1
5160	Q86Y26	1
5161	Q8N1B4	1
5162	Q9H0A9	1
5163	Q03393	1
5164	P13805	1
5165	P08173	1
5166	O76064	1
5167	P28300	1
5168	Q9NZL6	1
5169	O76061	1
5170	Q9Y6Z7	1
5171	Q13562	1
5172	Q15329	1
5173	P32942	1
5174	P06132	1
5175	Q9UGU5	1
5176	Q9NTJ3	1
5177	Q9H334	1
5178	O95163	1
5179	Q9H1R3	1
5180	P02656	1
5181	P15882	1
5182	Q9H0N5	1
5183	Q96IK1	1
5184	Q8IYS8	1
5185	Q01538	1
5186	Q9BZW7	1
5187	Q9NPG4	1
5188	Q53EU6	1
5189	Q6ISB3	1
5190	Q8TE85	1
5191	Q15818	1
5192	O43752	1
5193	Q96AJ9	1
5194	P36888	1
5195	Q8NEA9	1
5196	O94967	1
5197	Q8N4C8	1
5198	Q9H5Z1	1
5199	C9JDP6	1
5200	Q96B33	1
5201	Q6UWF7	1
5202	Q96JY6	1
5203	Q7Z5U6	1
5204	Q9BQF6	1
5205	Q8N865	1
5206	Q12912	1
5207	Q96HR9	1
5208	Q9H0W8	1
5209	Q9Y5S8	1
5210	Q8NFA2	1
5211	O15550	1
5212	Q9ULV0	1
5213	O15554	1
5214	P36894	1
5215	Q49AG3	1
5216	Q96T49	1
5217	Q9H9P8	1
5218	Q9ULF5	1
5219	Q8WXH4	1
5220	Q155Q3	1
5221	Q9UFN0	1
5222	Q8N5C6	1
5223	Q9BY12	1
5224	Q7Z739	1
5225	Q9BUI4	1
5226	Q8NAV1	1
5227	Q03701	1
5228	Q96HZ4	1
5229	Q9UL16	1
5230	Q8TC29	1
5231	Q4LDE5	1
5232	Q96T21	1
5233	Q01543	1
5234	Q06210	1
5235	P85298	1
5236	Q12968	1
5237	Q6PI78	1
5238	Q7KZN9	1
5239	Q9NQ11	1
5240	O14578	1
5241	O14576	1
5242	Q9Y6I7	1
5243	Q15543	1
5244	Q7RTS9	1
5245	Q9NQC7	1
5246	Q9NQC1	1
5247	Q96IT1	1
5248	Q9UQR0	1
5249	Q8IX29	1
5250	Q9BXS1	1
5251	P30046	1
5252	P24666	1
5253	O95393	1
5254	P18509	1
5255	Q9H467	1
5256	Q9NVI1	1
5257	Q86X95	1
5258	Q9NRC6	1
5259	Q9Y241	1
5260	Q8N565	1
5261	Q96LD4	1
5262	P29144	1
5263	P32189	1
5264	Q8WXX7	1
5265	Q53GQ0	1
5266	Q96NN9	1
5267	Q9H013	1
5268	Q14094	1
5269	Q00535	1
5270	Q96MG2	1
5271	P14210	1
5272	P55259	1
5273	Q92835	1
5274	P07949	1
5275	Q12923	1
5276	Q14689	1
5277	Q12830	1
5278	P16383	1
5279	O96028	1
5280	Q8N6M9	1
